,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
3847,apple iphone 7 128gb jet black unlocked good condition,124.99,2.0,"“device is 100% fully functional and in good physical condition. item shows light to moderate signs of wear, scratches, and/or dings. please reference example photos and listing for further details.”",54836.0,99.4,3.0,10,128.0,2016
3852,iphone 7 unlocked (cdma + gsm) 32gb black | near mint,113.0,1.0,“near mint condition: screen is 100% flawless. any wear on the frame will be negligible.”,22050.0,99.6,3.0,10,32.0,2016
3855,apple iphone 7 a1660 t-mobile & sprint clean imei good condition tw-148,89.97,1.0,"“unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. this device has a clean imei/esn and can be activated with the carrier mentioned in the title. does not include a wall charger, original accessories or sim cards (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,10,82.11270983213429,2016
3857,apple iphone 6 plus 16gb gold a1522 (unlocked) reduced price jw5949,59.82,1.0,"“fully working (minor issues)
fully working with one or more issues that warrant a discount. none of these issues affect the phone's functionality. 


issues are the following:

battery health is at 76%
lcd discoloration spot

cosmetic condition:
fair:
the screen will have many light scratches and/or areas of obvious deep scratches. the body may have many deep scratches, large dents, corner dings, and other signs of heavy wear.

included:
device and battery only

not included:
manual, sd card, sim card, charger

this device's functionality is fully guaranteed. if issues are found, other than those mentioned in this listing, we replace or refund free!”",136917.0,98.8,2.0,7,16.0,2014
3860,lot of 3 apple iphone 5s a1533 unlocked 16gb check imei poor condition 3-089,82.99,1.0,"“these units have spotting/discoloration on the lcds. units power up with good touch-screen, usb charge port and have been data wiped. please check the imei/esn if you intend to activate these units (see pictures for reference). listing does not include a charger, original accessories or sim cards (sim card trays may not be included). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,6,16.0,2013
3862,apple iphone x/xs 64gb 256gb unlocked verizon at&t t-mobile page plus cricket 4,190.08,1.0,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",6203.0,99.9,2.0,12,64.0,2017
3863,very good used iphone 7 plus 32gb verizon unlocked gsm silver good a1661,179.95,1.0,"“device is in very good used cosmetic condition with light to normal signs of cosmetic wear. color is silver. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple’s limited warranty expired. 32gb. clean esn for verizon wireless. device is factory unlocked for gsm network use as well. this is the larger 5.5"" display. this device will not work with other cdma networks such as sprint, boost, and virgin mobile.”",103382.0,99.4,2.0,10,32.0,2016
3864,apple iphone xr a2105 64gb  (unlocked) ,299.99,1.0,"“scuffs and scratches from normal use, see photos for cosmetic condition”",6425.0,99.7,2.0,13,64.0,2018
3866,apple iphone 7 - 128gb - rose gold  (unlocked) a1779 mint,118.8,1.0,“mint”,28.0,96.7,2.0,10,128.0,2016
3867,apple iphone 7 plus rose gold | 128gb | unknown locked | grade f | read,150.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,10,128.0,2016
3869,apple iphone 6 plus - 16gb - space gray (unlocked) a1522 (cdma   gsm),140.0,1.0,"“verizon unlocked passed apple service test! battery is at 99% serial number:f2lpps4eg5qf imei: 354392069533076 meid:35439206953307 with car mount magnet and incipio rubber case (case has wear, but iphone is in great shape as a result!) there is a tiny screen anomoly in upper left hand corner see marked photo!”",55.0,100.0,0.0,7,16.0,2014
3870,apple iphone x/xr 64gb 256gb unlocked verizon at&t t-mobile spectrum all colors,180.0,1.0,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",5157.0,99.3,2.0,12,64.0,2017
3874,apple iphone 6s - 64gb - space gray a1688 (cdma + gsm) smartphone fully unlocked,83.02,1.0,"“phone has minor scratch on rear panel , otherwise , phone is in excellent condition”",2253.0,99.4,2.0,8,64.0,2015
3883,iphone 7 unlocked (cdma + gsm) 32gb black | near mint,113.0,1.0,“near mint condition: screen is 100% flawless. any wear on the frame will be negligible.”,22050.0,99.6,3.0,10,32.0,2016
3886,apple iphone 7 a1660 t-mobile & sprint clean imei good condition tw-148,89.97,1.0,"“unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. this device has a clean imei/esn and can be activated with the carrier mentioned in the title. does not include a wall charger, original accessories or sim cards (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,10,82.11270983213429,2016
3890,apple iphone 6s - 64gb - space gray a1688 (cdma + gsm) smartphone fully unlocked,83.02,1.0,"“phone has minor scratch on rear panel , otherwise , phone is in excellent condition”",2253.0,99.4,2.0,8,64.0,2015
3895,lot of 3 apple iphone 5s a1533 unlocked 16gb check imei poor condition 3-089,82.99,1.0,"“these units have spotting/discoloration on the lcds. units power up with good touch-screen, usb charge port and have been data wiped. please check the imei/esn if you intend to activate these units (see pictures for reference). listing does not include a charger, original accessories or sim cards (sim card trays may not be included). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,6,16.0,2013
3897,apple iphone x/xs 64gb 256gb unlocked verizon at&t t-mobile page plus cricket 4,190.08,1.0,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",6203.0,99.9,2.0,12,64.0,2017
3898,very good used iphone 7 plus 32gb verizon unlocked gsm silver good a1661,179.95,1.0,"“device is in very good used cosmetic condition with light to normal signs of cosmetic wear. color is silver. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple’s limited warranty expired. 32gb. clean esn for verizon wireless. device is factory unlocked for gsm network use as well. this is the larger 5.5"" display. this device will not work with other cdma networks such as sprint, boost, and virgin mobile.”",103382.0,99.4,2.0,10,32.0,2016
3899,apple iphone xr a2105 64gb  (unlocked) ,299.99,1.0,"“scuffs and scratches from normal use, see photos for cosmetic condition”",6425.0,99.7,2.0,13,64.0,2018
3901,apple iphone 7 plus rose gold | 128gb | unknown locked | grade f | read,150.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,10,128.0,2016
3905,apple iphone 6 plus - 16gb - space gray (unlocked) a1522 (cdma   gsm),140.0,1.0,"“verizon unlocked passed apple service test! battery is at 99% serial number:f2lpps4eg5qf imei: 354392069533076 meid:35439206953307 with car mount magnet and incipio rubber case (case has wear, but iphone is in great shape as a result!) there is a tiny screen anomoly in upper left hand corner see marked photo!”",55.0,100.0,0.0,7,16.0,2014
3906,apple iphone x/xr 64gb 256gb unlocked verizon at&t t-mobile spectrum all colors,180.0,1.0,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",5157.0,99.3,2.0,12,64.0,2017
3908,apple iphone 6 plus 16gb gold a1522 (unlocked) damaged see details rd0374,51.25,0.0,"“for parts/repair
this is a damaged device
it should be noted that a damaged unit can go from bad to worse so be aware that other issues can arise. this is being sold as is.

listing title contains important information:
brand, model, storage capacity, model # and (network carrier) the network carrier will be in parentheses in the title. please be sure to check the title for this information.

we do not issue partial refunds on damaged items
you have 60 days to return the item for a full refund. returns are free if you are in the united states.

damage description:

the backlight is damaged, some areas are very bright whereas others are too dim. 
battery health: 94%

cosmetic condition:
screen: heavy scratches
body: light scratches
be sure to look through the photos so you can see the condition of this device.

included:
battery included unless noted in damage description

not included:
charger, manual, sd card, sim card”",136917.0,98.8,2.0,7,16.0,2014
3910,apple iphone 7 - 128gb - jet black cricket wireless,90.0,1.0,“good condition cricket wireless”,110.0,100.0,1.0,10,128.0,2016
3911,apple iphone 11 pro 64gb 256gb 512gb unlocked all colors - face id does not work,479.99,4.0,“device is in excellent overall condition. looks like new at first glance without any dents. there are no visible screen scratches. lcd does not have any dead or stuck pixels. the display is clear without any halo or screen burn. it has passed our 30+ points inspection and proven 100% functional except for the face recognition/id (does not work). the device can be unlocked with a password in lieu of face id. comes in retail or generic/gift box with ul certified charger and cable (mfi for apple products)”,44011.0,99.0,2.0,15,64.0,2019
3917,used silver apple iphone 8 64gb a1905 at&t or cricket only phone,144.95,1.0,“device is in used cosmetic condition with normal to heavier wear. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple limited warranty information is not available. device is locked for use with at&t or cricket wireless only and cannot be used with other gsm networks! 64gb.”,103382.0,99.4,2.0,11,64.0,2017
3924,"apple iphone 7 plus 32gb/128gb/256g 4g lte ios smartphone at&t, sprint, t-mobile",114.99,1.0,"“good condition, comes with generic fast charger + usb cable.”",12259.0,97.0,2.0,10,32.0,2016
3927," apple iphone 6 a1549 gold 64gb 4.7"" verizon smartphone small crack and burn-in",61.2,0.0,"“requires power supply/ac adapter, not included power on tested, defective, see condition description scroll down to read additional information in description by purchasing this item you understand that the item condition is for parts or not working: an item that does not function as intended and is not fully operational. this includes items that are defective in ways that render them difficult to use, items that require service or repair, items missing essential components or items whose operational condition is unknown because they cannot be tested due to missing parts or know how. see the listing for full details. all sales final, no returns allowed”",5479.0,99.6,0.0,7,64.0,2014
3928,apple iphone 6 | tfw | grade b | read,70.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,36.17142857142857,2014
3934,apple iphone 6 - 16gb 32gb 64gb 128gb - unlocked verizon - good condition,72.99,2.0,"“devices come in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54836.0,99.4,3.0,7,16.0,2014
3936,apple iphone xs - 512gb - gold (unlocked) a1920 (cdma + gsm) clean imei - read,449.99,1.0,"“tested. works. screen is chipped/broken on the left top corner. also, has a crack across the center of the screen. clean imei, clean icloud. includes case, never been used earphones, usb power adapter, and original box. no usb cord. please view pictures for details of condition.”",10988.0,100.0,2.0,14,512.0,2018
3937,apple iphone 8 64gb space gray at&t locked grade c mq6v2ll/a no sim scratches,138.95,1.0,"“this is a pre-owned apple iphone 8. the unit has been wiped and the ios has been re-installed. item shows some minor signs of wear and scratches but in overall, grade c condition. (tested for key functions, r2/ready for resale).  pictures are of the actual unit listed. - tested for key functions, r2/ready for resale”",7738.0,99.2,2.0,11,64.0,2017
3938,apple iphone 7 plus 128gb t-mobile locked very good condition,154.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 plus smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also network locked to t-mobile only and cannot be unlocked for use on other networks. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,128.0,2016
3941,excellent condition apple iphone 5c 8gb/ 16gb /32gb factory gsm unlocked at&t,53.0,1.0,“please check with your provider before purchasing to see if this is compatible with your desired network. overall excellent condition .charger and cable included. phones are 100% tested & fully functional.”,18736.0,95.1,2.0,5,8.0,2013
3942,apple iphone 6 16gb - at&t | grade b- | read,45.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,16.0,2014
3943,apple iphone 4s - 16gb - white (at&t) a1387 (cdma + gsm),29.99,1.0,"“item is in fair to good condition. it has some light scratches on the screen and around the housing. item functions normally, and battery holds a great charge still. item comes with phone and charging cable. item does not come with charging brick.”",50.0,100.0,2.0,3,16.0,2011
3947,apple iphone 6 (locked) smart phone 16gb **no cords**,30.5,1.0,“fully tested and in working condition **no cords**”,2523.0,100.0,2.0,7,16.0,2014
3948,apple iphone 6 | 16gb | at&t | grade b- | read,60.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,16.0,2014
3955,apple iphone 8 - 64gb - space gray a1905 gsm unlocked ~mrf~ very good!,149.99,1.0,"“devices are 100% functional. tested by our experienced technicians in an authorized refurbishment facility! overall condition is good, device may contain signs of use such as scratches, nicks, dents. , this device will include white boxes, a generic charger.headphones & sim cards will not be included.”",10672.0,98.8,2.0,11,64.0,2017
3958,apple iphone 8 64gb unlocked gold smartphone  - c grade,170.0,1.0,“the phone is in good condition. the screen will show some small scratches. the body will have small scuffs and signs of use”,21921.0,97.6,2.0,11,64.0,2017
3961,apple iphone 13 pro max - 128gb 256gb 512gb - all colors - good condition,839.0,2.0,"“this device looks like a normal used device, and may have a few minor dings, scratches, or discoloration. all functionalities are working 100% and it has been detailed, cleaned, erased, and is ready for a new home!”",8405.0,99.5,3.0,17,128.0,2021
3962,"apple iphone 6 plus, fully unlocked | 16 gb, gray, 5.5 in | a1522 |",72.99,1.0,"“carrier compatibility: fully unlocked.  this device shows signficant signs of usage. there will be noticeable scratches, dings and scuffs. however, there are no cracks, no casing separation or bending. the screen shows a faint shadow.”",47596.0,98.4,3.0,7,16.0,2014
3963,apple iphone 8 plus 64gb 256gb verizon sprint at&t t-mobile very good,259.0,3.0,“fully tested and reverted to factory settings by our on-site technicians. very good – this product will present light scratches and signs of wear and tear.”,2396.0,99.4,2.0,11,64.0,2017
3967,apple iphone 6 16gb 64gb 128gb unlocked verizon t-mobile metro-pcs dtc wireless,56.25,1.0,"“phones are in good condition. fully tested and restored to factory settings. stock photos, you will receive a device described based on your selection; see details in description section below.”",4131.0,99.2,2.0,7,16.0,2014
3970,apple iphone 7 32gb gold (read description) as-is!,59.99,0.0,“this phone is in good overall shape but will be sold as-is. imei is in the photos.”,14570.0,99.8,2.0,10,32.0,2016
3971,apple iphone xr -64gb- black (unlocked) smartphone ,239.95,1.0,"“factory unlocked, will work with any gsm network worldwide. this phone is in poor condition with heavy scratching on the back, heavy scuffing on the back, heavy scratching on the screen, and scuffs on the corners. this phone is fully functional. phone only!    #1407”",22258.0,98.6,2.0,13,86.91575091575092,2018
3976,apple iphone 7 32gb fully unlocked (gsm+cdma) at&t t-mobile verizon gold,129.99,5.0,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6910.0,100.0,3.0,10,32.0,2016
3978,apple iphone 7 a1660 mnad2ll/a white 32gb t mobile dual tone flash smartphone,82.77,1.0,“pre-owned in good cosmetic condition. items has been cleaned. it will arrive odor free.”,2192.0,99.6,2.0,10,32.0,2016
3982,apple iphone 6 | unknown carrier - grade c- | read,65.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,36.17142857142857,2014
3983,apple iphone 6 | carrier unknown | grade c+ | read,55.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,36.17142857142857,2014
3986,apple iphone 11 64gb yellow unlocked mwk32ll/a * 2 apple cases * works great *,349.99,1.0,“all functions work great. screen in excellent condition. includes two original apple cases: a black silicone case and a clear case. back glass has cracks which are easily covered by a case.”,1547.0,100.0,0.0,15,64.0,2019
3987,apple iphone 8 plus 256gb silver fully unlocked t-mobile at&t verizon a1864 ,999.0,1.0,"“us warranty. a grade great condition! fully tested and restored to factory settings by trained expert technicians, iphone is restored, refurbished in excellent\great condition. includes full 30-day warranty. comes with a mfi certified charging/data cable and ul certified charger. very very clean, fully functional.”",10301.0,98.2,2.0,11,256.0,2017
3988,"iphone 6s, space gray, 16gb, model a1688, reset, unlocked, iob",89.0,1.0,"“in excellent condition with no scratches or chips, operates perfect, reset”",1143.0,100.0,0.0,8,16.0,2015
3991,iphone 7 - 32gb - black - unlocked ,100.0,1.0,"“good condition. some light scratches on the frame, and sim tray is not all the way in”",1408.0,98.5,0.0,10,32.0,2016
3992,iphone 6s plus 16gb 32gb 64gb 128gb unlocked t-mobile at&t verizon | good,113.0,2.0,"“this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included. for additional details including carrier compatibility please see item description. the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging. see the seller's listing for full details.”",22050.0,99.6,3.0,8,16.0,2015
3993,apple iphone 8 - 64gb - gray unlocked  (gsm) bad home button 453,139.0,1.0,"“home button on phone doesnt work, fully unlocked and mint cosmetic condition”",61033.0,100.0,2.0,11,64.0,2017
3994,excellent apple iphone se 64gb silver unlocked gsm at&t t-mobile cricket ultra ,289.95,1.0,“excellent (4 out of 5) condition. phone has light signs of wear with light scratches on the screen and/or very light small scuffs. item is ready for activation on all gsm carrier in the usa and world wide.these networks include: att tmobile lycamobile h20 etc etcno contract required. just insert your sim and you will be good to go. the phone has been checked for functionality and is fully functional 100%*****comes phone only. no accessories*****. 60 day warranty does not cover self damage or abuse.guaranteed clean esn.will not work with cdma carriers like verizon sprint or boost.”,1223.0,100.0,2.0,9,64.0,2016
3998,iphone se 2nd gen - straight talk only - 64gb - black - good,167.0,2.0,"“this device is ready to activate on straight talk.  it cannot be unlocked for use on other carriers.  this device looks like a normal used device, with few minor dings, scratching, or discoloration.  it may have a few screen (glass) imperfections and has all functionalities working 100%.   it is detailed, cleaned, erased, and ready for a new home!”",8405.0,99.5,3.0,9,64.0,2016
4000,apple iphone 7 - 128gb - black (verizon) a1660 (cdma  gsm) + box + used otterbox,119.99,1.0,“please read description and see photos”,1211.0,100.0,0.0,10,128.0,2016
4001,iphone 6 pink,20.0,0.0,“the phone is not in good conditions. the screen has cracks everywhere. bottom left of the screen is chipped.the edges of the phone has some marks. the back of the phone is in fair condition. the camera has not been tested. the screen has lines all over.”,868.0,100.0,0.0,7,36.17142857142857,2014
4002,apple iphone 13 pro max a2484 128gb t-mobile check imei fair -rj7707,807.94,0.0,"“this unit has a battery health of 100%. unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack, and has been data wiped. this unit has a bad esn. listing does not include original accessories, sim cards or a charger (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",28847.0,100.0,2.0,17,128.0,2021
4003,apple iphone 11 pro gold 512gb a2160 lte gsm cdma verizon unlocked - very good,544.99,3.0,“this device is in excellent condition. it’s thoroughly tested and is 100% functional. cosmetically the screen and case of the device may have some light scratches or scuffs.”,664.0,96.6,2.0,15,512.0,2019
4004,apple iphone 8 plus - 256gb - factory unlocked - very good condition,289.99,1.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,11,256.0,2017
4009,apple iphone 6 plus 16gb gold a1524 (unlocked) damaged see details jd5684,51.27,0.0,"“for parts/repair
this is a damaged device
it should be noted that a damaged unit can go from bad to worse so be aware that other issues can arise. this is being sold as is.

listing title contains important information:
brand, model, storage capacity, model # and (network carrier) the network carrier will be in parentheses in the title. please be sure to check the title for this information.

we do not issue partial refunds on damaged items
you have 60 days to return the item for a full refund. returns are free if you are in the united states.

damage description:

cracked screen 
bad touch id

cosmetic condition:
screen: cracked
body: fair
be sure to look through the photos so you can see the condition of this device.

included:
battery included unless noted in damage description

not included:
charger, manual, sd card, sim card”",136917.0,98.8,2.0,7,16.0,2014
4011,new apple iphone 8 - 64gb - space gray a1863 (gsm + cdma unlocked),199.95,5.0,"“this iphone was a demo at a store, or customer/carrier return in open-box condition. may contain some signs of handling. 100% tested and fully functional.”",8281.0,100.0,2.0,11,64.0,2017
4014,apple iphone 6 plus 64gb gray a1524 (sprint t-mobile) ios smartphone jf5939,68.37,1.0,"“fully working ready to activate!

listing title contains important information:
brand, model, storage capacity, model # and (network carrier) the network carrier will be in parentheses in the title. please be sure to check the title for this information.

cosmetic condition: fair
the screen has quite a bit light scratching and/or areas of heavier scratching. the body may have scratching and/or some corner nicks and dings. moderate to heavy wear which is purely cosmetic. a case and tempered glass screen protector will easily cover the wear and tear.
the imei is in the last photo. please check with sprint or t-mobile to see if they will activate this phone.
battery health is at 78%

included:
device & battery only

not included:
manual, sd card, sim card, charger, data cable

this device's functionality is fully guaranteed. if issues are found, other than those mentioned in this listing, we replace or refund free!”",136917.0,98.8,2.0,7,64.0,2014
4015,apple iphone xs - 64 gb - all colors - at&t - good condition  ,289.99,2.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101813.0,98.8,2.0,14,64.0,2018
4016,iphone 13 unlocked (cdma + gsm) 128gb pink | flawless,730.0,1.0,“flawless condition: will look the same as a new device. you won’t find a single scratch or blemish.”,22050.0,99.6,3.0,17,128.0,2021
4017,apple iphone 8 64gb unlocked gsm phone w/ 12mp camera - space gray - grade b,189.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,11,64.0,2017
4018,iphone 6s plus unlocked (cdma + gsm) 128gb space gray | excellent,145.0,4.0,“excellent condition: the screen is in pristine condition. any wear on the frame will be very minor.”,22050.0,99.6,3.0,8,128.0,2015
4019,apple mkt32ll/a iphone 6s 128gb a1688 space gray verizon,89.99,1.0,“f4 hardware functional”,3301.0,99.6,2.0,8,128.0,2015
4021,apple iphone 7 32 gb - black (t-mobile),129.99,1.0,“this phone is used the phone have clean screen and %100 battery”,25.0,100.0,0.0,10,32.0,2016
4022,apple iphone xr - 64gb - coral t-mobile a1984 (cdma + gsm) 651,265.0,1.0,"“phone will have one long scratch on the display, fully tested and fuctional”",61033.0,100.0,2.0,13,64.0,2018
4032,apple iphone 8 - 64 gb - space gray verizon unlocked,151.99,1.0,"“this item is in good condition. tested by our in house quality control team for 100% functionality. .if you have any questions before making a purchase please feel free to ask, we will be glad to assist you.”",1256.0,98.0,2.0,11,64.0,2017
4035,very good used apple iphone 6 plus 128gb verizon unlocked t-mobile a1522 gray,119.95,1.0,“device is in very good used cosmetic condition with minor to normal wear. color is space gray. device is in 100% working condition.  it has been extensively tested and found to be fully functional. clean esn for verizon activation and device is also factory unlocked for gsm use worldwide.”,103382.0,99.4,2.0,7,128.0,2014
4038,apple iphone 5s 16gb space gray a1533 (unlocked) - gsm world phone - dg8073,37.85,1.0,"“fully working!
cosmetic condition: good
the screen will have some scratching. the body may have light scratches, nicks, scuffs and/or tiny dents.
the ios cannot be updated and apps cannot be downloaded on these vintage iphone/ipad/ipod, but they are still an effective and economical choice for web browsing. a great coffee table companion at an affordable price.  
connect to wifi and do all your web browsing. 
manage email 
perfect e-reader
manage social media 
browse pinterest on the website instead of using the app
included:
battery & device only
not included:
charger/cable, manual, sd card, sim card
this device's functionality is fully guaranteed. if issues are found, other than those mentioned in this listing, we replace or refund free!”",136917.0,98.8,2.0,6,16.0,2013
4039,apple iphone 6 | gray | 16gb | at&t | grade b | read,70.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,16.0,2014
4044,apple iphone xs a1920 (fully unlocked) 256gb silver *check imei* - bootloop,213.48,0.0,“please check the imei's/esn's if you intend to activate this unit (see pictures for reference). phone is in unknown working condition due to a bootloop (unable to restore). screen has light scratches/scuffs and back/frame has light scratches/scuffs. for parts only. imei: 353146102280090”,1956.0,99.4,2.0,14,256.0,2018
4047,apple iphone 5s (a1533) 16gb - space gray (unlocked) smartphone clean imei j1789,34.99,1.0,“the phone is fully functional and works great. please read the full description and see all photos.”,35715.0,98.7,2.0,6,16.0,2013
4048,apple iphone 6 - 16gb 32gb 64gb 128gb - unlocked verizon - good condition,72.99,2.0,"“devices come in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54836.0,99.4,3.0,7,16.0,2014
4049,apple iphone xr 64gb product red verizon unlocked good condition,232.99,2.0,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54836.0,99.4,3.0,13,64.0,2018
4050,"apple iphone 6-16gb 64gb 128gb ""unknown carrier"" smartphone gray gold for parts",26.99,0.0,"“selling as is maybe working, we received them as a customer returns, we only guaranty that the lcd screen is nice selling as is no returns. screen looks in great condition. since we do not test these phones we do not know any background information on these or its history, this is ideal to purchase for parts or repair only. phone might be icloud locked..phone might be in perfect working order too. your luck if it does. good luck!!”",266880.0,99.9,0.0,7,64.0,2014
4053,apple iphone xs - 64gb - space gray (unlocked) a1920 (cdma + gsm),310.0,1.0,"“fully tested and fully working, factory unlocked with any carrier world wide. see all pictures before you buy.”",405.0,100.0,2.0,14,64.0,2018
4057,"apple iphone 7 4g lte 4.7"" gold smart video cell phone cracked / carrier ?",19.0,0.0,"“phone charges and powers on however the screen is cracked and frame is bent. see photos. sim tray is missing. imei, carrier and gb unknown. phone may have an icloud lock. sold as is, for parts or repair only, no returns. this auction is for the phone only -- the charger and sim tray are not included.”",26998.0,97.8,0.0,10,82.11270983213429,2016
4062,apple iphone 8 - 64gb -silver gsm&cdma unlocked a1863 ~mrf~ good!,164.99,1.0,"“devices are 100% functional. tested by our experienced technicians in an authorized facility! overall condition is good, device may contain signs of use such as scratches, nicks, dents. , this device will include white boxes, a generic charger.headphones & sim cards will not be included”",10672.0,98.8,2.0,11,64.0,2017
4064,iphone 8 silver 64gb preowned factory unlocked phone vgc ,139.99,1.0,"“great, working condition.  minor scratches on the screen.  does not come with charger.”",552.0,100.0,0.0,11,64.0,2017
4071,apple iphone 6s plus a1687 unlocked 16gb check imei great condition 3-443,92.97,1.0,"“unit powers up with good lcd, touch-screen, camera, usb charge port, vibration, loudspeakers, buttons, headphone jack and has been data wiped. please check the imei/esn if you intend to activate this unit (see pictures for reference). unit does not include a charger, original accessories or sim cards (sim card trays or stylus pens may not be included. please check photos). tested for key functionality: r2/ready for resale.”",43241.0,99.7,2.0,8,16.0,2015
